sn,sector,company_name,ticker,company_id,year,quarter,period,month,no._of_months,turnoverrevenue_gross_earnings_gross_premium_income_n(k),profit_before_tax_n(k),profit_after_tax_n(k),total_comprehensive_income_n(k),property_plant_and__equipment_n(k),total_asset_n(k),total_liabilities_n(k),issued_share_capital_n(k)
158,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2016,1,2016:Q1,MAR,3,5070272,1262652,937496,-630398,5591023,82564956,73267919,3465102
159,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2016,2,2016:Q2,JUN,6,12012525,2366870,1391175,-1168274,5915891,77502199,68799221,3465102
160,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2016,3,2016:Q3,SEP,9,19232938,4818854,3043229,1058445,5915891,77502199,68799221,3465102
161,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2016,4,2016:Q4,DEC,12,30029334,11835236,10238411,-655054,5915891,77502199,68799221,3465102
162,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2017,1,2017:Q1,MAR,3,4961614,673038,547387,465387,5906575,80859106,71687756,3465102
163,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2017,2,2017:Q2,JUN,6,6914416,466395,441152,&0442),5853530,81678755,72768536,3465102
164,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2017,3,2017:Q3,SEP,9,22356878,2769698,2423734,329818,6513175,92423127,81454599,3465102
165,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2017,4,2017:Q4,DEC,12,317416092,3040489,1283276,2405938,6513175,92413127,81454599,3465102
166,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2018,1,2018:Q1,MAR,3,8566005,970985,805871,980777,7025197,109988570,94717967,3465102
167,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2018,2,2018:Q2,JUN,6,17058438,2196774,1933142,1749275,7025197,109988570,92290530,3465102
168,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2018,3,2018:Q3,SEP,9,25928653,2150577,1822752,1961723,6942899,105913642,92361218,3465102
169,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2018,4,2018:Q4,DEC,12,37046926,3495871,3151589,2752257,7025197,109988570,94717967,3465102
170,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2019,1,2019:Q1,MAR,6,12391652,1165372,1026843,1383918,7012905,126568170,109883106,3465102
171,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2019,2,2019:Q2,JUN,6,23385827,3118806,2943824,2682362,7080491,135579941,118071721,3465102
172,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2019,3,2019:Q3,SEP,9,35555002,5127262,4693868,4649273,7161775,142231109,122759192,3465102
173,FINANCIAL SERVICES: INSURANCE,AIICO Insurance Plc,AIICO,11,2019,4,2019:Q4,DEC,12,50151311,6140278,5869424,7737849,7524563,159477319,131473428,3465102
174,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2015,1,2015:Q1,MAR,3,971912,97514,97514,68954,2680356,4597480,2516526,317000
175,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2015,2,2015:Q2,JUN,6,2054234,103934,103934,79075,2693125,4433438,2212065,317000
176,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2015,3,2015:Q3,SEP,9,3317329,166885,166885,73230,2780719,4700342,2389099,317000
177,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2015,4,2015:Q4,DEC ,12,4550904,-56823,-57260,-157061,2680356,4597480,2516526,317000
178,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2016,1,2016:Q1,MAR,3,1132518,167770,167770,173822,2569890,4847328,2592549,317000
179,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2016,2,2016:Q2,JUN,6,2340342,789057,789057,793938,2925443,5804625,2929737,317000
180,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2016,3,2016:Q3,SEP,9,3723979,1027741,1027741,1156189,3045572,6381010,3143876,317000
181,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2016,4,2016:Q4,DEC,12,5072346,1152140,1150536,1164313,2739169,6487904,3242662,317000
182,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2017,1,2017:Q1,MAR,3,1342711,131004,131004,134951,2617585,6460724,3082039,317000
183,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2017,2,2017:Q2,JUN,6,2792481,197928,197928,195791,2491884,6586626,3258811,317000
184,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2017,3,2017:Q3,SEP,9,2832998,189382,375637,375661,1092140,4779054,1399854,317000
185,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2017,4,2017:Q4,DEC,12,3920293,392015,428361,415945,1050395,4967917,1447168,317000
186,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2018,1,2018:Q1,MAR,3,1162150,229234,229234,229305,1015270,5242089,1492036,317000
187,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2018,2,2018:Q2,JUN,6,2561999,631068,631068,631188,1051393,5519086,1481270,317000
188,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2018,3,2018:Q3,SEP,9,4031436,1095960,1095960,1096128,1021515,6044477,1541720,317000
189,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2018,4,2018:Q4,DEC,12,5425694,1509101,1487674,1487884,989412,6523993,1629480,317000
190,SERVICES,Newrest ASL Nigeria Plc,AIRSERVICE,12,2019,1,2019:Q1,MAR,3,1282450,317665,313465,313465,951082,6935249,1727271,317000
191,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2015,1,2015:Q1,MAR,3,515011,28189,25189,25189,1281484,1788719,652641,109978
192,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2015,2,2015:Q2,JUN,6,1353020,76290,67770,67770,1237338,1619981,550599,109978
193,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2015,3,2015:Q3,SEP,9,1951262,114001,105001,104001,1355588,1788231,573669,109978
194,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2015,4,2015:Q4,DEC ,12,2501414,120439,82954,82954,1327413,1840324,705244,109978
195,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2016,1,2016:Q1,MAR,3,732373,39722,35462,19826,1299978,1869895,667360,109978
196,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2016,2,2016:Q2,JUN,6,1486414,199340,68711,60191,1312346,1974804,754096,109978
197,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2016,3,2016:Q3,SEP,9,2280932,94536,80016,80016,1301739,1799783,578777,109978
198,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2016,4,2016:Q4,DEC,12,2990048,127563,88052,253017,1583355,2239592,708418,109978
199,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2017,1,2017:Q1,MAR,3,820717,32213,26213,26213,1575612,2312532,790671,109978
200,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2017,2,2017:Q2,JUN,6,1407538,46116,34116,34116,1561155,2301941,772177,109978
201,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2017,3,2017:Q3,SEP,9,2034498,73940,55940,55940,1552386,2258128,662353,109978
202,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2017,4,2017:Q4,DEC,12,2568508,124014,83398,83297,1552386,2258128,662353,109978
203,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2018,1,2018:Q1,MAR,3,691771,37009,31009,31009,1719636,4092188,645769,109978
204,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2018,2,2018:Q2,JUN,6,656911,24021,18021,18021,1860332,2499571,2499571,109978
205,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2018,3,2018:Q3,SEP,9,687290,25993,15285,15285,1682665,2302524,697575,109978
206,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2018,4,2018:Q4,DEC,12,2725070,128043,86901,177306,1860332,2499571,690053,109978
207,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2019,1,2019:Q1,MAR,3,756560,29681,22181,22181,1861948,2516953,685254,109978
208,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2019,2,2019:Q2,JUN,6,1529942,53830,32266,32266,1934848,2713097,942364,109978
209,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2019,3,2019:Q3,SEP,9,2100347,54768,24391,24391,1841247,2589927,771475,124956
210,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2019,4,2019:Q4,DEC,12,2606802,116439,78562,78562,1830784,2425490,552867,109978
211,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2020,1,2020:Q1,MAR,3,548391,18678,11178,11178,1821957,2396554,2396552,109978
212,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2020,2,2020:Q2,JUN,6,993246,17992,2992,2992,1825594,2501839,644078,109978
213,NATURAL RESOURCES,Aluminium Extrusion Industries Plc,ALEX,13,2020,3,2020:Q3,SEP,9,1759100,85448,62948,62948,1799136,2697569,779852,109978
214,OIL AND GAS,Anino International Plc.,ANINO,14,2015,4,2015:Q4,DEC,12,,404538.134,5537.415,,136234.75,200614.415,30144.288,12800
215,OIL AND GAS,Anino International Plc.,ANINO,14,2016,4,2016:Q4,DEC,12,252836.338,2651.991,1431.9,,136234.75,200916.357,29014.33,12800
216,OIL AND GAS,Anino International Plc.,ANINO,14,2017,4,2017:Q4,DEC,12,360291.782,1668.969,336.667,,136234.75,200858.542,28619.848,12800
217,OIL AND GAS,Anino International Plc.,ANINO,14,2018,4,2018:Q4,DEC,12,396320.96,1752.965,357.499,,136234.75,204361.635,31765.442,12800
218,OIL AND GAS,Anino International Plc.,ANINO,14,2019,1,2019:Q1,MAR,3,87983.253,489098,374932,,136234.75,202988.263,30017.138,12800
219,OIL AND GAS,Anino International Plc.,ANINO,14,2019,2,2019:Q2,JUN,6,197962.319,1237.971,1039.37,,136234.75,205026.506,31390.943,12800
220,OIL AND GAS,Anino International Plc.,ANINO,14,2019,3,2019:Q3,SEP,9,307941.386,1986.844,902.567,,136234.75,202873.629,29374.869,12800
221,OIL AND GAS,Anino International Plc.,ANINO,14,2020,1,2020:Q1,MAR,3,70386.602,1814.622,-12339.43,,200125,265880.198,26713.288,12800
222,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2015,1,2015:Q1,MAR,3,501476,-149901,-149901,-149901,1383122,3911457,4270510,74250
223,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2015,2,2015:Q2,JUN,6,2153014,-17037,-17037,,1348006,4497286,4644155,74250
224,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2015,3,2015:Q3,SEP,9,2837161,122460,122460,,1280713,3583050,3660841,74250
225,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2015,4,2015:Q4,DEC ,12,4516384,341722,271234,271234,1254706,4532183,4458997,74250
226,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2016,1,2016:Q1,MAR,3,1567003,207280,207280,,1196714,5150795,4654896,74250
227,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2016,2,2016:Q2,JUN,6,1998398,55998,55998,,1131668,4572490,4443308,74250
228,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2016,3,2016:Q3,SEP,9,2958047,117445,117445,,1145485,4551577,4360947,74250
229,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2016,4,2016:Q4,DEC,12,3413465,43502,-7693,-7693,1136701,3927791,3862298,74250
230,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2017,1,2017:Q1,MAR,3,1229633,23634,23634,,1091523,4948278,4859150,74250
231,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2017,2,2017:Q2,JUN,6,2442442,-108116,-108116,,1332345,5449788,5492411,74250
232,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2017,3,2017:Q3,SEP,9,3899540,41464,41464,,1367303,6117235,6008659,74250
233,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2017,4,2017:Q4,DEC,12,4891912,107178,61661,61661,1304224,5351996,5224842,74250
234,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2018,1,2018:Q1,MAR,3,1101469,89239,89239,,1266211,6179676,5963282,74250
235,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2018,2,2018:Q2,JUN,6,2143351,70779,70779,,1247402,6710196,6512262,74250
236,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2018,3,2018:Q3,SEP,9,3270184,174298,174298,,1247106,6635145,6511274,74250
237,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2018,4,2018:Q4,DEC,12,4171470,-802606,-1077779,-1077779,1501731,6876740,8305685,74250
238,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2019,1,2019:Q1,MAR,3,1289432,17053,17053,17053,1519561,7406483,8818375,74250
239,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2019,2,2019:Q2,JUN,6,2630530,-37586,-37586,-37586,1529213,8321465,9787995,74250
240,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2019,3,2019:Q3,DEC,9,4073058,142235,142235,142235,1591914,8000852,9287563,74250
241,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2019,4,2019:Q4,DEC,12,6075461,1769632,1769632,1769632,1573307,6629045,6288319,74250
242,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2020,1,2020:Q1,MAR,3,2196470,899629,899629,899629,1578675,8098977,8100672,74250
243,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2020,2,2020:Q2,JUN,6,3154227,77410,77410,77410,1524533,8348947,9172190,74250
244,CONSTRUCTION/REAL ESTATE,Arbico Plc,ARBICO,15,2020,3,2020:Q3,SEP,9,3916349,-436263,-436263,-436263,1476937,7516906,8854492,74250
245,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2015,1,2015:Q1,MAR,3,4560719,1160684,889014,889014,49759297,72316141,20165494,1119727
246,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2015,2,2015:Q2,JUN,6,10743822,4179945,3550992,3550992,50320782,70376125,17360887,1119727
247,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2015,3,2015:Q3,SEP,9,14548865,4447213,3698926,3698926,50320782,70376125,17360887,1119727
248,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2015,4,2015:Q4,DEC ,12,17414893,3209246,2764527,2761360,50320782,70376125,17360887,1119727
249,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2016,1,2016:Q1,MAR,3,3617068,292429,155808,155808,50167297,70694049,17457413,1119727
250,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2016,2,2016:Q2,JUN,6,7665197,1531371,1630063,1630063,50153344,71659362,17349755,1119727
251,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2016,3,2016:Q3,SEP,9,10863066,883904,1428914,1428914,49995096,73044859,19240012,1119727
252,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2016,4,2016:Q4,DEC,12,17351235,2663283,2014546,2014546,49958779,74629688,19935820,1119727
253,INDUSTRIAL GOODS,Ashaka Cement Plc,ASHAKACEM,16,2017,1,2017:Q1,MAR,3,8831816,2398315,2158924,,50553941,79332249,22479459,1119727
254,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2015,1,2015:Q1,MAR,3,1711770,39320,27396,31416,4592838,6427670,4703589,753500
255,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2015,2,2015:Q2,JUN,6,3306998,64568,40604,48917,4020044,6357477,4505428,753500
256,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2015,3,2015:Q3,SEP,9,5101614,116471,-9551,10623,4024204,5930861,4121717,828850
257,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2015,4,2015:Q4,DEC ,12,6797392,295137,131258,122353,3748931,5978186,4059378,828850
258,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2016,1,2016:Q1,MAR,3,1552298,-106306,-118751,,3492546,5447946,36522116,828850
259,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2016,2,2016:Q2,JUN,6,3709032,-333813,-351211,-360685,3368180,4651971,3093847,828850
260,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2016,3,2016:Q3,SEP,9,5099074,-536616,-617306,-635086,3111118,4177288,2893208,828850
261,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2016,4,2016:Q4,DEC,12,6710047,-490577,-599796,-580347,2977889,4325659,2941149,828850
262,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2017,1,2017:Q1,MAR,3,1770740,338941,192899,189696,2779772,4078776,2533966,828850
263,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2017,2,2017:Q2,JUN,6,3307026,330911,161209,,2586578,4175592,2483863,828850
264,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2017,3,2017:Q3,SEP,9,5245008,505860,335720,349817,2409902,4317361,2583034,828850
265,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2017,4,2017:Q4,DEC,12,7186799,766844,513258,557108,2955045,4470530,2529045,828850
266,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2018,1,2018:Q1,MAR,3,1481433,-35570,-65096,-68774,2771628,4321181,2285018,828850
267,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2018,2,2018:Q2,JUN,6,3067106,-29297,-98605,-97228,2643381,1587490,2483862,828850
268,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2018,3,2018:Q3,SEP,9,4743755,56980,-66165,-64187,2539796,4456992,2629322,828850
269,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2018,4,2018:Q4,DEC,12,6861005,67126,-113423,-147077,2503101,4566197,3184545,828850
270,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2019,1,2019:Q1,MAR,3,1382842,28335,4486,,2564371,4311220,2318392,828850
271,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2019,2,2019:Q2,JUN,6,3022188,71854,20031,,2744563,1519082,2378507,828850
272,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2019,3,2019:Q3,SEP,9,4634147,239107,96637,88586,2824540,4508116,3037887,828850
273,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2020,1,2020:Q1,MAR,3,2265108,-111642,-126365, ,3379863,5957804,4555097,828850
274,SERVICES,ABC Transport Company Plc,ABCTRANS,18,2020,2,2020:Q2,JUN,6,3431105,-345874,-395217,,3457094,2346505,4771224,828850
275,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2015,1,2015:Q1,MAR,3,65264,-14769,-14769,-14769,1271660,1935349,189790,539930
276,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2015,2,2015:Q2,JUN,3,37265,-44228,-44433,,1296431,1945829,279544,750000
277,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2015,3,2015:Q3,SEP,3,76005,93,-152,-152,1255571,1912847,246714,750000
278,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2015,4,2015:Q4,DEC ,12,261055,-58499,-59092,-59092,1214712,1867988,137198,539930
279,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2016,1,2016:Q1,MAR,3,60395,-21982,-22145,-22125,1173852,1723889,121882,539390
280,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2016,2,2016:Q2,JUN,6,89990,-14774,-15197,-15197,1173852,1715121,750000,539390
281,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2016,3,2016:Q3,SEP,9,127438,-33590,-47013,-47101,1092132,1708318,195748,539390
282,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2016,4,2016:Q4,DEC,12,217428,-146038,-146126,-146126,1051273,1760775,176111,539930
283,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2017,1,2017:Q1,MAR,3,68591,-27269,-27282,-27282,1010413,1702784,145402,750000
284,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2017,2,2017:Q2,JUN,6,140495,-30882,-30910,-30910,969553,1685169,131415,750000
285,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2017,3,2017:Q3,SEP,9,215422,955,808,808,928693,1725088,139616,750000
286,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2017,4,2017:Q4,DEC,12,312730,494,315,315,1422801,1699093,114114,750000
287,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2018,1,2018:Q1,MAR,3,112934,132,74,74,1416942,1694187,109134,750000
288,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2018,2,2018:Q2,JUN,6,191485,-24087,-24843,-24843,1411466,1671420,111284,539930
289,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2018,3,2018:Q3,SEP,9,105672,-409,-524,-524,1400876,1617533,57921,539930
290,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2019,1,2019:Q1,MAR,3,106422,8378,8305,8305,1425747,1633002,55948,539930
291,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2019,2,2019:Q2,JUN,6,205757,10796,10645,10645,1423857,1635297,55903,539930
292,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2019,3,2019:Q3,SEP,9,205757,10796,10645,10645,1423857,1635297,55903,539930
293,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2019,4,2019:Q4,DEC,12,209757,-84217,-84368,-84368,1332870,1533853,49472,539930
294,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2020,1,2020:Q1,MAR,3,,,,,1332870,1533853,49472,539930
295,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2020,2,2020:Q2,JUN,6,,,,,1332870,1533853,49472,539930
296,INDUSTRIAL GOODS,Austin Laz & Company Plc,AUSTINLAZ,19,2020,3,2020:Q3,SEP,9,,,,,1332870,1533853,49472,539930
297,INDUSTRIAL GOODS,Avon Crowncaps and Containers Nigeria Plc,AVONCROWN,20,2015,1,2015:Q1,JUN,3,3410938,-12494,-27244,-27244,3882605,12742232,10748057,341987
298,INDUSTRIAL GOODS,Avon Crowncaps and Containers Nigeria Plc,AVONCROWN,20,2015,2,2015:Q2,SEP,3,3873273,-6189,-16439,-16439,4942752,13807451,11829716,341987
299,INDUSTRIAL GOODS,Avon Crowncaps and Containers Nigeria Plc,AVONCROWN,20,2015,3,2015:Q3,DEC ,3,3832729,114094,-22156,-22156,5001594,5892784,10776359,341987
300,INDUSTRIAL GOODS,Avon Crowncaps and Containers Nigeria Plc,AVONCROWN,20,2015,4,2015:Q4,MAR,12,13165898,21977,-42371,-24121,2895844,11719306,9697889,341987
301,INDUSTRIAL GOODS,Avon Crowncaps and Containers Nigeria Plc,AVONCROWN,20,2016,1,2016:Q1,JUN,3,4077927,-177119,-201750,-201750,4802567,11647312,10003324,341987
302,INDUSTRIAL GOODS,Avon Crowncaps and Containers Nigeria Plc,AVONCROWN,20,2016,2,2016:Q2,SEP,3,4501538,-62013,-85646,-85646,4625521,11606279,10047934,341987
303,INDUSTRIAL GOODS,Avon Crowncaps and Containers Nigeria Plc,AVONCROWN,20,2016,3,2016:Q3,DEC ,3,6388967,-76515,-122507,-122507,4704784,11476309,10040475,341987
304,INDUSTRIAL GOODS,Avon Crowncaps and Containers Nigeria Plc,AVONCROWN,20,2016,4,2016:Q4,MAR,12,14406489,152092,-169088,-177513,4914076,12437564,10593660,341987
305,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2015,1,2015:Q1,MAR,3,4054824,512084,486021,531980,1872953,48730952,31383918,5250000
306,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2015,2,2015:Q2,JUN,6,8289849,1173790,1073895,1085622,1980928,51391407,32792399,5250000
307,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2015,3,2015:Q3,SEP,9,13502020,1722190,1512889,1544991,1963187,50590233,31536757,5250000
308,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2015,4,2015:Q4,DEC ,12,16891241,2023653,1662181,2231503,1932823,51207026,31588132,5250000
309,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2016,1,2016:Q1,MAR,3,4880084,751045,700107,-209074,1869918,55501707,36083625,5250000
310,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2016,2,2016:Q2,JUN,6,9644334,2440094,2263855,1706856,1846530,59652792,38512232,5250000
311,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2016,3,2016:Q3,SEP,9,15233621,3714011,3040104,1575755,1769936,57240458,36219304,5250000
312,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2016,4,2016:Q4,DEC,12,20676584,3125627,2634996,712995,1714019,54958173,34772171,5250000
313,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2017,1,2017:Q1,MAR,3,6210851,911818,737946,624512,1616652,61645395,40575889,5250000
314,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2017,2,2017:Q2,JUN,6,1190224,199406,136441,136441,1559898,65813799,43992137,5250000
315,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2017,3,2017:Q3,SEP,9,7110032,526605,511706,310060,1578927,61464534,38852055,5250000
316,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2017,4,2017:Q4,DEC,12,26198134,3232099,2675108,4088186,1672516,66565076,42802484,5250000
317,FINANCIAL SERVICES: INSURANCE,Axa Mansard Insurance Plc,MANSARD,21,2018,1,2018:Q1,MAR,3,7275895,952280,822363,1049518,1843362,73770107,48247529,5250000
